*GLOBAL*,Conventions,"COARDS, CF-1.6, ACDD-1.3, NCCSV-1.1"
*GLOBAL*,history,"last updated: 2026-04-22 14:49:35"
*GLOBAL*,title,"Forage Prevalence, California Current North"
*GLOBAL*,institution,"NOAA NWFSC"
*GLOBAL*,summary,"Dr. Brian Burke (NOAA; brian.burke@noaa.gov); derived from surface trawls taken during NOAA Northwest Fisheries Science Center Juvenile Salmon & Ocean Ecosystem Survey (JSOES).  Additional calculations by Cheryl Morgan (OSU - CIMERS; cheryl.morgan@oregonstate.edu). Partial funding is from the Bonneville Power Administration (1998-014-00).; Additional Calculations: To be included in this analysis, stations must have been 1) sampled during the day time, 2) on the continental shelf (greater than 200 m water depth), and 3) sampled during at least 10 of the years of the JSOES effort. Sampling occurs from the northern tip of Washington (48N 13.7') down to Newport, Oregon (44N 40.0') in late June. A Nordic 264 rope trawl (Nor'Eastern Trawl Systems, Bainbridge Island, WA) is towed at the surface (upper 20 m) for 15 - 30 min at approximately 6.5 km/hr. Prevalence is defined as the total number of stations with each nekton species present divided by the total number of stations sampled (proportion of samples present).Dr. Brian Burke (NOAA; brian.burke@noaa.gov); derived from surface trawls taken during NOAA Northwest Fisheries Science Center Juvenile Salmon & Ocean Ecosystem Survey (JSOES).  Additional calculations by Cheryl Morgan (OSU - CIMERS; cheryl.morgan@oregonstate.edu). Partial funding is from the Bonneville Power Administration (1998-014-00).; Additional Calculations: To be included in this analysis, stations must have been 1) sampled during the day time, 2) on the continental shelf (greater than 200 m water depth), and 3) sampled during at least 10 of the years of the JSOES effort. Sampling occurs from the northern tip of Washington (48N 13.7') down to Newport, Oregon (44N 40.0') in late June. A Nordic 264 rope trawl (Nor'Eastern Trawl Systems, Bainbridge Island, WA) is towed at the surface (upper 20 m) for 15 - 30 min at approximately 6.5 km/hr. Prevalence is defined as the total number of stations with each nekton species present divided by the total number of stations sampled (proportion of samples present).Dr. Brian Burke (NOAA; brian.burke@noaa.gov); derived from surface trawls taken during NOAA Northwest Fisheries Science Center Juvenile Salmon & Ocean Ecosystem Survey (JSOES).  Additional calculations by Cheryl Morgan (OSU - CIMERS; cheryl.morgan@oregonstate.edu). Partial funding is from the Bonneville Power Administration (1998-014-00).; Additional Calculations: To be included in this analysis, stations must have been 1) sampled during the day time, 2) on the continental shelf (greater than 200 m water depth), and 3) sampled during at least 10 of the years of the JSOES effort. Sampling occurs from the northern tip of Washington (48N 13.7') down to Newport, Oregon (44N 40.0') in late June. A Nordic 264 rope trawl (Nor'Eastern Trawl Systems, Bainbridge Island, WA) is towed at the surface (upper 20 m) for 15 - 30 min at approximately 6.5 km/hr. Prevalence is defined as the total number of stations with each nekton species present divided by the total number of stations sampled (proportion of samples present).Dr. Brian Burke (NOAA; brian.burke@noaa.gov); derived from surface trawls taken during NOAA Northwest Fisheries Science Center Juvenile Salmon & Ocean Ecosystem Survey (JSOES).  Additional calculations by Cheryl Morgan (OSU - CIMERS; cheryl.morgan@oregonstate.edu). Partial funding is from the Bonneville Power Administration (1998-014-00).; Additional Calculations: To be included in this analysis, stations must have been 1) sampled during the day time, 2) on the continental shelf (greater than 200 m water depth), and 3) sampled during at least 10 of the years of the JSOES effort. Sampling occurs from the northern tip of Washington (48N 13.7') down to Newport, Oregon (44N 40.0') in late June. A Nordic 264 rope trawl (Nor'Eastern Trawl Systems, Bainbridge Island, WA) is towed at the surface (upper 20 m) for 15 - 30 min at approximately 6.5 km/hr. Prevalence is defined as the total number of stations with each nekton species present divided by the total number of stations sampled (proportion of samples present).Dr. Brian Burke (NOAA; brian.burke@noaa.gov); derived from surface trawls taken during NOAA Northwest Fisheries Science Center Juvenile Salmon & Ocean Ecosystem Survey (JSOES).  Additional calculations by Cheryl Morgan (OSU - CIMERS; cheryl.morgan@oregonstate.edu). Partial funding is from the Bonneville Power Administration (1998-014-00).; Additional Calculations: To be included in this analysis, stations must have been 1) sampled during the day time, 2) on the continental shelf (greater than 200 m water depth), and 3) sampled during at least 10 of the years of the JSOES effort. Sampling occurs from the northern tip of Washington (48N 13.7') down to Newport, Oregon (44N 40.0') in late June. A Nordic 264 rope trawl (Nor'Eastern Trawl Systems, Bainbridge Island, WA) is towed at the surface (upper 20 m) for 15 - 30 min at approximately 6.5 km/hr. Prevalence is defined as the total number of stations with each nekton species present divided by the total number of stations sampled (proportion of samples present).Dr. Brian Burke (NOAA; brian.burke@noaa.gov); derived from surface trawls taken during NOAA Northwest Fisheries Science Center Juvenile Salmon & Ocean Ecosystem Survey (JSOES).  Additional calculations by Cheryl Morgan (OSU - CIMERS; cheryl.morgan@oregonstate.edu). Partial funding is from the Bonneville Power Administration (1998-014-00).; Additional Calculations: To be included in this analysis, stations must have been 1) sampled during the day time, 2) on the continental shelf (greater than 200 m water depth), and 3) sampled during at least 10 of the years of the JSOES effort. Sampling occurs from the northern tip of Washington (48N 13.7') down to Newport, Oregon (44N 40.0') in late June. A Nordic 264 rope trawl (Nor'Eastern Trawl Systems, Bainbridge Island, WA) is towed at the surface (upper 20 m) for 15 - 30 min at approximately 6.5 km/hr. Prevalence is defined as the total number of stations with each nekton species present divided by the total number of stations sampled (proportion of samples present).Dr. Brian Burke (NOAA; brian.burke@noaa.gov); derived from surface trawls taken during NOAA Northwest Fisheries Science Center Juvenile Salmon & Ocean Ecosystem Survey (JSOES).  Additional calculations by Cheryl Morgan (OSU - CIMERS; cheryl.morgan@oregonstate.edu). Partial funding is from the Bonneville Power Administration (1998-014-00).; Additional Calculations: To be included in this analysis, stations must have been 1) sampled during the day time, 2) on the continental shelf (greater than 200 m water depth), and 3) sampled during at least 10 of the years of the JSOES effort. Sampling occurs from the northern tip of Washington (48N 13.7') down to Newport, Oregon (44N 40.0') in late June. A Nordic 264 rope trawl (Nor'Eastern Trawl Systems, Bainbridge Island, WA) is towed at the surface (upper 20 m) for 15 - 30 min at approximately 6.5 km/hr. Prevalence is defined as the total number of stations with each nekton species present divided by the total number of stations sampled (proportion of samples present).Dr. Brian Burke (NOAA; brian.burke@noaa.gov); derived from surface trawls taken during NOAA Northwest Fisheries Science Center Juvenile Salmon & Ocean Ecosystem Survey (JSOES).  Additional calculations by Cheryl Morgan (OSU - CIMERS; cheryl.morgan@oregonstate.edu). Partial funding is from the Bonneville Power Administration (1998-014-00).; Additional Calculations: To be included in this analysis, stations must have been 1) sampled during the day time, 2) on the continental shelf (greater than 200 m water depth), and 3) sampled during at least 10 of the years of the JSOES effort. Sampling occurs from the northern tip of Washington (48N 13.7') down to Newport, Oregon (44N 40.0') in late June. A Nordic 264 rope trawl (Nor'Eastern Trawl Systems, Bainbridge Island, WA) is towed at the surface (upper 20 m) for 15 - 30 min at approximately 6.5 km/hr. Prevalence is defined as the total number of stations with each nekton species present divided by the total number of stations sampled (proportion of samples present).Dr. Brian Burke (NOAA; brian.burke@noaa.gov); derived from surface trawls taken during NOAA Northwest Fisheries Science Center Juvenile Salmon & Ocean Ecosystem Survey (JSOES).  Additional calculations by Cheryl Morgan (OSU - CIMERS; cheryl.morgan@oregonstate.edu). Partial funding is from the Bonneville Power Administration (1998-014-00).; Additional Calculations: To be included in this analysis, stations must have been 1) sampled during the day time, 2) on the continental shelf (greater than 200 m water depth), and 3) sampled during at least 10 of the years of the JSOES effort. Sampling occurs from the northern tip of Washington (48N 13.7') down to Newport, Oregon (44N 40.0') in late June. A Nordic 264 rope trawl (Nor'Eastern Trawl Systems, Bainbridge Island, WA) is towed at the surface (upper 20 m) for 15 - 30 min at approximately 6.5 km/hr. Prevalence is defined as the total number of stations with each nekton species present divided by the total number of stations sampled (proportion of samples present).Dr. Brian Burke (NOAA; brian.burke@noaa.gov); derived from surface trawls taken during NOAA Northwest Fisheries Science Center Juvenile Salmon & Ocean Ecosystem Survey (JSOES).  Additional calculations by Cheryl Morgan (OSU - CIMERS; cheryl.morgan@oregonstate.edu). Partial funding is from the Bonneville Power Administration (1998-014-00).; Additional Calculations: To be included in this analysis, stations must have been 1) sampled during the day time, 2) on the continental shelf (greater than 200 m water depth), and 3) sampled during at least 10 of the years of the JSOES effort. Sampling occurs from the northern tip of Washington (48N 13.7') down to Newport, Oregon (44N 40.0') in late June. A Nordic 264 rope trawl (Nor'Eastern Trawl Systems, Bainbridge Island, WA) is towed at the surface (upper 20 m) for 15 - 30 min at approximately 6.5 km/hr. Prevalence is defined as the total number of stations with each nekton species present divided by the total number of stations sampled (proportion of samples present).Dr. Brian Burke (NOAA; brian.burke@noaa.gov); derived from surface trawls taken during NOAA Northwest Fisheries Science Center Juvenile Salmon & Ocean Ecosystem Survey (JSOES).  Additional calculations by Cheryl Morgan (OSU - CIMERS; cheryl.morgan@oregonstate.edu). Partial funding is from the Bonneville Power Administration (1998-014-00).; Additional Calculations: To be included in this analysis, stations must have been 1) sampled during the day time, 2) on the continental shelf (greater than 200 m water depth), and 3) sampled during at least 10 of the years of the JSOES effort. Sampling occurs from the northern tip of Washington (48N 13.7') down to Newport, Oregon (44N 40.0') in late June. A Nordic 264 rope trawl (Nor'Eastern Trawl Systems, Bainbridge Island, WA) is towed at the surface (upper 20 m) for 15 - 30 min at approximately 6.5 km/hr. Prevalence is defined as the total number of stations with each nekton species present divided by the total number of stations sampled (proportion of samples present).Dr. Brian Burke (NOAA; brian.burke@noaa.gov); derived from surface trawls taken during NOAA Northwest Fisheries Science Center Juvenile Salmon & Ocean Ecosystem Survey (JSOES).  Additional calculations by Cheryl Morgan (OSU - CIMERS; cheryl.morgan@oregonstate.edu). Partial funding is from the Bonneville Power Administration (1998-014-00).; Additional Calculations: To be included in this analysis, stations must have been 1) sampled during the day time, 2) on the continental shelf (greater than 200 m water depth), and 3) sampled during at least 10 of the years of the JSOES effort. Sampling occurs from the northern tip of Washington (48N 13.7') down to Newport, Oregon (44N 40.0') in late June. A Nordic 264 rope trawl (Nor'Eastern Trawl Systems, Bainbridge Island, WA) is towed at the surface (upper 20 m) for 15 - 30 min at approximately 6.5 km/hr. Prevalence is defined as the total number of stations with each nekton species present divided by the total number of stations sampled (proportion of samples present)."
*GLOBAL*,infoUrl,"https://www.integratedecosystemassessment.noaa.gov/regions/california-current/about-california-current-integrated-ecosystem-assessment"
*GLOBAL*,contributor_name,"Burke"
*GLOBAL*,contributor_email,"brian.burke@noaa.gov"
year,*DATA_TYPE*,String
year,units,"yyyy"
index,*DATA_TYPE*,float
index,units,"Proportion samples present"
index,long_name,"Prevalence"
timeseries,*DATA_TYPE*,String
metric,*DATA_TYPE*,String
*END_METADATA*
"year","index","timeseries","metric"
1998,0.058823529,"Jack mackerel","Prevalence (Proportion of total stations present)"
1999,0.137931034,"Jack mackerel","Prevalence (Proportion of total stations present)"
2000,0.115384615,"Jack mackerel","Prevalence (Proportion of total stations present)"
2001,0.027027027,"Jack mackerel","Prevalence (Proportion of total stations present)"
2002,0.147058824,"Jack mackerel","Prevalence (Proportion of total stations present)"
2003,0.157894737,"Jack mackerel","Prevalence (Proportion of total stations present)"
2004,0.102564103,"Jack mackerel","Prevalence (Proportion of total stations present)"
2005,0.090909091,"Jack mackerel","Prevalence (Proportion of total stations present)"
2006,0.093023256,"Jack mackerel","Prevalence (Proportion of total stations present)"
2007,0.068181818,"Jack mackerel","Prevalence (Proportion of total stations present)"
2008,0.066666667,"Jack mackerel","Prevalence (Proportion of total stations present)"
2009,0.022222222,"Jack mackerel","Prevalence (Proportion of total stations present)"
2010,0.066666667,"Jack mackerel","Prevalence (Proportion of total stations present)"
2011,0.045454545,"Jack mackerel","Prevalence (Proportion of total stations present)"
2012,0,"Jack mackerel","Prevalence (Proportion of total stations present)"
2013,0,"Jack mackerel","Prevalence (Proportion of total stations present)"
2014,0,"Jack mackerel","Prevalence (Proportion of total stations present)"
2015,0.075,"Jack mackerel","Prevalence (Proportion of total stations present)"
2016,0.195121951,"Jack mackerel","Prevalence (Proportion of total stations present)"
2017,0.261904762,"Jack mackerel","Prevalence (Proportion of total stations present)"
2018,0.047619048,"Jack mackerel","Prevalence (Proportion of total stations present)"
2019,0.095238095,"Jack mackerel","Prevalence (Proportion of total stations present)"
2020,0,"Jack mackerel","Prevalence (Proportion of total stations present)"
2021,0,"Jack mackerel","Prevalence (Proportion of total stations present)"
2022,0.048780488,"Jack mackerel","Prevalence (Proportion of total stations present)"
2023,0.025,"Jack mackerel","Prevalence (Proportion of total stations present)"
2024,0.159090909,"Jack mackerel","Prevalence (Proportion of total stations present)"
1998,0.470588235,"Northern anchovy","Prevalence (Proportion of total stations present)"
1999,0.068965517,"Northern anchovy","Prevalence (Proportion of total stations present)"
2000,0.230769231,"Northern anchovy","Prevalence (Proportion of total stations present)"
2001,0.135135135,"Northern anchovy","Prevalence (Proportion of total stations present)"
2002,0.117647059,"Northern anchovy","Prevalence (Proportion of total stations present)"
2003,0.263157895,"Northern anchovy","Prevalence (Proportion of total stations present)"
2004,0.666666667,"Northern anchovy","Prevalence (Proportion of total stations present)"
2005,0.575757576,"Northern anchovy","Prevalence (Proportion of total stations present)"
2006,0.279069767,"Northern anchovy","Prevalence (Proportion of total stations present)"
2007,0.272727273,"Northern anchovy","Prevalence (Proportion of total stations present)"
2008,0.155555556,"Northern anchovy","Prevalence (Proportion of total stations present)"
2009,0.177777778,"Northern anchovy","Prevalence (Proportion of total stations present)"
2010,0.222222222,"Northern anchovy","Prevalence (Proportion of total stations present)"
2011,0.227272727,"Northern anchovy","Prevalence (Proportion of total stations present)"
2012,0.136363636,"Northern anchovy","Prevalence (Proportion of total stations present)"
2013,0.177777778,"Northern anchovy","Prevalence (Proportion of total stations present)"
2014,0.069767442,"Northern anchovy","Prevalence (Proportion of total stations present)"
2015,0.1,"Northern anchovy","Prevalence (Proportion of total stations present)"
2016,0.12195122,"Northern anchovy","Prevalence (Proportion of total stations present)"
2017,0.071428571,"Northern anchovy","Prevalence (Proportion of total stations present)"
2018,0.071428571,"Northern anchovy","Prevalence (Proportion of total stations present)"
2019,0.071428571,"Northern anchovy","Prevalence (Proportion of total stations present)"
2020,0.068181818,"Northern anchovy","Prevalence (Proportion of total stations present)"
2021,0.023809524,"Northern anchovy","Prevalence (Proportion of total stations present)"
2022,0,"Northern anchovy","Prevalence (Proportion of total stations present)"
2023,0.025,"Northern anchovy","Prevalence (Proportion of total stations present)"
2024,0,"Northern anchovy","Prevalence (Proportion of total stations present)"
1998,0.352941176,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
1999,0.034482759,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2000,0,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2001,0.081081081,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2002,0,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2003,0.026315789,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2004,0,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2005,0.060606061,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2006,0.046511628,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2007,0,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2008,0,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2009,0.044444444,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2010,0,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2011,0.068181818,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2012,0.045454545,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2013,0,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2014,0.11627907,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2015,0.025,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2016,0.073170732,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2017,0.142857143,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2018,0,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2019,0,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2020,0,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2021,0,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2022,0.024390244,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2023,0,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
2024,0,"Pacific chub mackerel","Prevalence (Proportion of total stations present)"
1998,0.294117647,"Pacific hake","Prevalence (Proportion of total stations present)"
1999,0.068965517,"Pacific hake","Prevalence (Proportion of total stations present)"
2000,0,"Pacific hake","Prevalence (Proportion of total stations present)"
2001,0,"Pacific hake","Prevalence (Proportion of total stations present)"
2002,0.029411765,"Pacific hake","Prevalence (Proportion of total stations present)"
2003,0.026315789,"Pacific hake","Prevalence (Proportion of total stations present)"
2004,0,"Pacific hake","Prevalence (Proportion of total stations present)"
2005,0,"Pacific hake","Prevalence (Proportion of total stations present)"
2006,0.023255814,"Pacific hake","Prevalence (Proportion of total stations present)"
2007,0.045454545,"Pacific hake","Prevalence (Proportion of total stations present)"
2008,0,"Pacific hake","Prevalence (Proportion of total stations present)"
2009,0,"Pacific hake","Prevalence (Proportion of total stations present)"
2010,0,"Pacific hake","Prevalence (Proportion of total stations present)"
2011,0.022727273,"Pacific hake","Prevalence (Proportion of total stations present)"
2012,0,"Pacific hake","Prevalence (Proportion of total stations present)"
2013,0,"Pacific hake","Prevalence (Proportion of total stations present)"
2014,0.023255814,"Pacific hake","Prevalence (Proportion of total stations present)"
2015,0,"Pacific hake","Prevalence (Proportion of total stations present)"
2016,0,"Pacific hake","Prevalence (Proportion of total stations present)"
2017,0,"Pacific hake","Prevalence (Proportion of total stations present)"
2018,0,"Pacific hake","Prevalence (Proportion of total stations present)"
2019,0,"Pacific hake","Prevalence (Proportion of total stations present)"
2020,0,"Pacific hake","Prevalence (Proportion of total stations present)"
2021,0,"Pacific hake","Prevalence (Proportion of total stations present)"
2022,0,"Pacific hake","Prevalence (Proportion of total stations present)"
2023,0,"Pacific hake","Prevalence (Proportion of total stations present)"
2024,0,"Pacific hake","Prevalence (Proportion of total stations present)"
1998,0.411764706,"Pacific herring","Prevalence (Proportion of total stations present)"
1999,0.24137931,"Pacific herring","Prevalence (Proportion of total stations present)"
2000,0.192307692,"Pacific herring","Prevalence (Proportion of total stations present)"
2001,0.162162162,"Pacific herring","Prevalence (Proportion of total stations present)"
2002,0.176470588,"Pacific herring","Prevalence (Proportion of total stations present)"
2003,0.552631579,"Pacific herring","Prevalence (Proportion of total stations present)"
2004,0.307692308,"Pacific herring","Prevalence (Proportion of total stations present)"
2005,0.181818182,"Pacific herring","Prevalence (Proportion of total stations present)"
2006,0.11627907,"Pacific herring","Prevalence (Proportion of total stations present)"
2007,0.295454545,"Pacific herring","Prevalence (Proportion of total stations present)"
2008,0.355555556,"Pacific herring","Prevalence (Proportion of total stations present)"
2009,0.177777778,"Pacific herring","Prevalence (Proportion of total stations present)"
2010,0.2,"Pacific herring","Prevalence (Proportion of total stations present)"
2011,0.090909091,"Pacific herring","Prevalence (Proportion of total stations present)"
2012,0.068181818,"Pacific herring","Prevalence (Proportion of total stations present)"
2013,0.288888889,"Pacific herring","Prevalence (Proportion of total stations present)"
2014,0.255813953,"Pacific herring","Prevalence (Proportion of total stations present)"
2015,0.175,"Pacific herring","Prevalence (Proportion of total stations present)"
2016,0.146341463,"Pacific herring","Prevalence (Proportion of total stations present)"
2017,0.095238095,"Pacific herring","Prevalence (Proportion of total stations present)"
2018,0.333333333,"Pacific herring","Prevalence (Proportion of total stations present)"
2019,0.380952381,"Pacific herring","Prevalence (Proportion of total stations present)"
2020,0.363636364,"Pacific herring","Prevalence (Proportion of total stations present)"
2021,0.285714286,"Pacific herring","Prevalence (Proportion of total stations present)"
2022,0.219512195,"Pacific herring","Prevalence (Proportion of total stations present)"
2023,0.2,"Pacific herring","Prevalence (Proportion of total stations present)"
2024,0.272727273,"Pacific herring","Prevalence (Proportion of total stations present)"
1998,0.529411765,"Pacific sardine","Prevalence (Proportion of total stations present)"
1999,0.172413793,"Pacific sardine","Prevalence (Proportion of total stations present)"
2000,0.230769231,"Pacific sardine","Prevalence (Proportion of total stations present)"
2001,0.189189189,"Pacific sardine","Prevalence (Proportion of total stations present)"
2002,0.235294118,"Pacific sardine","Prevalence (Proportion of total stations present)"
2003,0.552631579,"Pacific sardine","Prevalence (Proportion of total stations present)"
2004,0.820512821,"Pacific sardine","Prevalence (Proportion of total stations present)"
2005,0.484848485,"Pacific sardine","Prevalence (Proportion of total stations present)"
2006,0.372093023,"Pacific sardine","Prevalence (Proportion of total stations present)"
2007,0.181818182,"Pacific sardine","Prevalence (Proportion of total stations present)"
2008,0.2,"Pacific sardine","Prevalence (Proportion of total stations present)"
2009,0.311111111,"Pacific sardine","Prevalence (Proportion of total stations present)"
2010,0.155555556,"Pacific sardine","Prevalence (Proportion of total stations present)"
2011,0.181818182,"Pacific sardine","Prevalence (Proportion of total stations present)"
2012,0.136363636,"Pacific sardine","Prevalence (Proportion of total stations present)"
2013,0.066666667,"Pacific sardine","Prevalence (Proportion of total stations present)"
